adjustment,cell_class,pathology,other_region,locus_id,anchors,S_DFC,S_other,Delta_S_DFC_minus_other
composition,Immune,Braak,MTG,AD|RHOH,1,0.2240670636256766,0.9444735655843572,-0.7204065019586806
composition,Immune,Braak,MTG,AD|SCIMP,1,0.4449416265161354,0.7956814986569958,-0.3507398721408604
composition,Immune,Braak,MTG,AD|SIGLEC11,1,0.6486059014650201,-0.3029986777493813,0.9516045792144013
composition,Immune,Braak,MTG,AD|WDR81,1,-0.8602644985684404,-0.9952005346900892,0.13493603612164873
composition,Oligo,CERAD,MEC,AD|ABCA7,1,0.7152286725237307,0.7516448390228354,-0.03641616649910473
composition,Oligo,CERAD,MEC,AD|APH1B,1,-0.195843149431511,-0.9243277610769692,0.7284846116454582
composition,Oligo,CERAD,MEC,AD|COX7C,1,-0.4748955690509046,-0.2442387030405875,-0.23065686601031707
composition,Oligo,CERAD,MEC,AD|DOC2A,1,-0.8956270532310424,-0.4476919413153611,-0.4479351119156813
composition,Oligo,CERAD,MEC,AD|EPDR1,1,-0.4873583988617559,-0.5746107797686314,0.08725238090687548
composition,Oligo,CERAD,MEC,AD|GRN,1,-0.5365241197934023,-0.3487216459172654,-0.1878024738761369
composition,Oligo,CERAD,MEC,AD|PRKD3,1,-0.9269779925257532,-0.460156240439773,-0.4668217520859802
composition,Oligo,CERAD,MEC,AD|SPDYE3,1,0.644506077104315,0.82722983595863,-0.18272375885431502
composition,Oligo,CERAD,MEC,AD|SPPL2A,1,-0.7968412724161521,0.3480226805353267,-1.1448639529514788
composition,Oligo,CERAD,MTG,AD|ABCA7,1,0.7152286725237307,0.5438281349506091,0.17140053757312157
composition,Oligo,CERAD,MTG,AD|APH1B,1,-0.195843149431511,-0.8203792047876488,0.6245360553561379
composition,Oligo,CERAD,MTG,AD|COX7C,1,-0.4748955690509046,0.3321160914181263,-0.807011660469031
composition,Oligo,CERAD,MTG,AD|DOC2A,1,-0.8956270532310424,-0.989447746007724,0.09382069277668159
composition,Oligo,CERAD,MTG,AD|EPDR1,1,-0.4873583988617559,-0.2177262429081603,-0.2696321559535956
composition,Oligo,CERAD,MTG,AD|GRN,1,-0.5365241197934023,-0.9384328621414668,0.4019087423480645
composition,Oligo,CERAD,MTG,AD|PRKD3,1,-0.9269779925257532,-0.8671620045534562,-0.059815987972297036
composition,Oligo,CERAD,MTG,AD|SPDYE3,1,0.644506077104315,0.9774145896368558,-0.33290851253254083
composition,Oligo,CERAD,MTG,AD|SPPL2A,1,-0.7968412724161521,-0.7081687964268917,-0.08867247598926042
composition,Oligo,Braak,MEC,AD|ABCA7,1,0.915383144843444,0.5215370826635698,0.39384606217987417
composition,Oligo,Braak,MEC,AD|APH1B,1,0.1148094133945995,-0.7658085706779985,0.880617984072598
composition,Oligo,Braak,MEC,AD|COX7C,1,-0.6452786655167823,-0.3492622010241362,-0.29601646449264607
composition,Oligo,Braak,MEC,AD|DOC2A,1,-0.7934784862029356,-0.2143293363372506,-0.579149149865685
composition,Oligo,Braak,MEC,AD|EPDR1,1,-0.5769379515951177,0.2749168689990523,-0.8518548205941701
composition,Oligo,Braak,MEC,AD|GRN,1,-0.6599382113975001,0.1626626218405181,-0.8226008332380181
composition,Oligo,Braak,MEC,AD|PRKD3,1,-0.6159923071854013,-0.8798332499440438,0.26384094275864245
composition,Oligo,Braak,MEC,AD|SPDYE3,1,0.1550979682939763,0.5614125655879325,-0.40631459729395625
composition,Oligo,Braak,MEC,AD|SPPL2A,1,-0.1132002050862011,0.8222862043290692,-0.9354864094152703
composition,Oligo,Braak,MTG,AD|ABCA7,1,0.915383144843444,0.911472833214619,0.003910311628824936
composition,Oligo,Braak,MTG,AD|APH1B,1,0.1148094133945995,-0.9448256913335524,1.059635104728152
composition,Oligo,Braak,MTG,AD|COX7C,1,-0.6452786655167823,0.7516648272650036,-1.3969434927817859
composition,Oligo,Braak,MTG,AD|DOC2A,1,-0.7934784862029356,-0.9966790411687012,0.2032005549657656
composition,Oligo,Braak,MTG,AD|EPDR1,1,-0.5769379515951177,-0.1475007471308495,-0.42943720446426825
composition,Oligo,Braak,MTG,AD|GRN,1,-0.6599382113975001,-0.936808340382472,0.2768701289849719
composition,Oligo,Braak,MTG,AD|PRKD3,1,-0.6159923071854013,-0.6921405696936048,0.0761482625082035
composition,Oligo,Braak,MTG,AD|SPDYE3,1,0.1550979682939763,0.9957910806962404,-0.8406931124022642
composition,Oligo,Braak,MTG,AD|SPPL2A,1,-0.1132002050862011,0.0318132910185333,-0.1450134961047344
composition,EN,CERAD,MEC,AD|ADAM17,3,-0.009549163359483637,-0.30810683415498785,0.2985576707955042
composition,EN,CERAD,MEC,AD|APH1B,1,-0.2780240141052447,-0.9556159043580432,0.6775918902527985
composition,EN,CERAD,MEC,AD|CD2AP,1,0.2471592202729172,0.9592191100479888,-0.7120598897750716
composition,EN,CERAD,MEC,AD|CTSH,1,-0.4299492955932266,-0.2654524795401545,-0.1644968160530721
composition,EN,CERAD,MEC,AD|DOC2A,2,-0.16642063548866248,0.37880087961973974,-0.5452215151084022
composition,EN,CERAD,MEC,AD|GRN,1,-0.9400609863404058,-0.878788289078255,-0.06127269726215079
composition,EN,CERAD,MEC,AD|JAZF1,1,0.6273212412603302,-0.6473513182235986,1.2746725594839288
composition,EN,CERAD,MEC,AD|PLEKHA1,1,0.5609061849166183,0.9419292870993036,-0.3810231021826853
composition,EN,CERAD,MEC,AD|RBCK1,1,0.5471848147280388,0.9008567285618404,-0.3536719138338016
composition,EN,CERAD,MEC,AD|TNIP1,1,-0.5972780069549508,-0.9153435721989496,0.31806556524399876
composition,EN,CERAD,MEC,AD|TPCN1,1,-0.1705412289843636,-0.477422565306783,0.30688133632241943
composition,EN,CERAD,MEC,AD|TSPAN14,1,-0.8645471002939801,0.032364544869366,-0.8969116451633461
composition,EN,CERAD,MEC,AD|WDR12,3,-0.09366179670071124,-0.5033601473282304,0.4096983506275192
composition,EN,CERAD,MTG,AD|ADAM17,3,-0.009549163359483637,0.19512113316132065,-0.2046702965208043
composition,EN,CERAD,MTG,AD|APH1B,1,-0.2780240141052447,-0.0364990423672008,-0.24152497173804388
composition,EN,CERAD,MTG,AD|CD2AP,1,0.2471592202729172,0.4906633341020607,-0.2435041138291435
composition,EN,CERAD,MTG,AD|CTSH,1,-0.4299492955932266,-0.3987576791478368,-0.031191616445389814
composition,EN,CERAD,MTG,AD|DOC2A,2,-0.16642063548866248,0.003661393280537273,-0.17008202876919976
composition,EN,CERAD,MTG,AD|GRN,1,-0.9400609863404058,-0.975646627810079,0.035585641469673246
composition,EN,CERAD,MTG,AD|JAZF1,1,0.6273212412603302,0.4480273498817522,0.17929389137857799
composition,EN,CERAD,MTG,AD|PLEKHA1,1,0.5609061849166183,0.900698402942722,-0.3397922180261037
composition,EN,CERAD,MTG,AD|RBCK1,1,0.5471848147280388,-0.4621026122486087,1.0092874269766474
composition,EN,CERAD,MTG,AD|TNIP1,1,-0.5972780069549508,-0.3768204006435659,-0.2204576063113849
composition,EN,CERAD,MTG,AD|TPCN1,1,-0.1705412289843636,-0.0437606389808445,-0.1267805900035191
composition,EN,CERAD,MTG,AD|TSPAN14,1,-0.8645471002939801,-0.8617507942069009,-0.002796306087079148
composition,EN,CERAD,MTG,AD|WDR12,3,-0.09366179670071124,0.1743033774236444,-0.26796517412435567
composition,EN,Braak,MEC,AD|ADAM17,3,0.07952282420117669,-0.22617466855135862,0.3056974927525353
composition,EN,Braak,MEC,AD|APH1B,1,-0.4515079452081144,-0.9682889942263035,0.5167810490181892
composition,EN,Braak,MEC,AD|CD2AP,1,0.037507232879886,0.2739894742939683,-0.2364822414140823
composition,EN,Braak,MEC,AD|CTSH,1,0.1163117529173044,-0.4111032569649169,0.5274150098822213
composition,EN,Braak,MEC,AD|DOC2A,2,-0.242628930633781,0.0457859804092845,-0.2884149110430655
composition,EN,Braak,MEC,AD|GRN,1,-0.7102998041462882,-0.2229587422559996,-0.48734106189028864
composition,EN,Braak,MEC,AD|JAZF1,1,0.6724266170624779,0.5514367162584445,0.12098990080403338
composition,EN,Braak,MEC,AD|PLEKHA1,1,0.2579626004793339,0.7786937026069521,-0.5207311021276182
composition,EN,Braak,MEC,AD|RBCK1,1,0.3710905776802644,0.8826280132797238,-0.5115374355994595
composition,EN,Braak,MEC,AD|TNIP1,1,-0.794608910825079,-0.9763630312956264,0.1817541204705474
composition,EN,Braak,MEC,AD|TPCN1,1,-0.2807151453130662,-0.864134352582133,0.5834192072690668
composition,EN,Braak,MEC,AD|TSPAN14,1,-0.8263425073780937,-0.2067140389969682,-0.6196284683811255
composition,EN,Braak,MEC,AD|WDR12,3,-0.33023783027060344,-0.4048439348039552,0.07460610453335176
composition,EN,Braak,MTG,AD|ADAM17,3,0.07952282420117669,0.04375377040830878,0.03576905379286791
composition,EN,Braak,MTG,AD|APH1B,1,-0.4515079452081144,-0.6113640560945665,0.15985611088645207
composition,EN,Braak,MTG,AD|CD2AP,1,0.037507232879886,-0.5094019311265473,0.5469091640064333
composition,EN,Braak,MTG,AD|CTSH,1,0.1163117529173044,0.3608772696413785,-0.24456551672407412
composition,EN,Braak,MTG,AD|DOC2A,2,-0.242628930633781,-0.012355719709338187,-0.2302732109244428
composition,EN,Braak,MTG,AD|GRN,1,-0.7102998041462882,-0.7664946537417812,0.056194849595492924
composition,EN,Braak,MTG,AD|JAZF1,1,0.6724266170624779,0.8269525411129558,-0.15452592405047794
composition,EN,Braak,MTG,AD|PLEKHA1,1,0.2579626004793339,0.6802236016675076,-0.4222610011881737
composition,EN,Braak,MTG,AD|RBCK1,1,0.3710905776802644,-0.0162413075011427,0.3873318851814071
composition,EN,Braak,MTG,AD|TNIP1,1,-0.794608910825079,-0.9268675079252314,0.13225859710015242
composition,EN,Braak,MTG,AD|TPCN1,1,-0.2807151453130662,-0.0712202774967966,-0.20949486781626958
composition,EN,Braak,MTG,AD|TSPAN14,1,-0.8263425073780937,-0.769787022060923,-0.056555485317170695
composition,EN,Braak,MTG,AD|WDR12,3,-0.33023783027060344,-0.25822420972360477,-0.07201362054699867
