level,disease,cell_class,anchor_rows,matched_anchor_rows,loci,matched_null_loci,S_locus_equal_moderated_all_anchors,S_locus_equal_moderated_matched_anchors,S_locus_equal_HC3_matched_anchors,matched_null_mean,matched_null_sd,difference_from_null_mean,empirical_p_two_sided,leave_one_locus_min,leave_one_locus_max,leave_one_locus_crosses_zero,maximum_absolute_locus_contribution_share,empirical_FDR_BH_within_strata
global,ALL,ALL,25,25,21,21,0.2260063402758934,0.2260063402758934,,0.03922801464796066,0.14173339307308197,0.18677832562793273,0.18938106189381063,0.18777437596587984,0.28656888117467094,False,0.07728109295886637,
disease,AD,ALL,25,25,21,21,0.2260063402758934,0.2260063402758934,,0.03922801464796066,0.14173339307308197,0.18677832562793273,0.18938106189381063,0.18777437596587984,0.28656888117467094,False,0.07728109295886637,
stratum,AD,Immune,25,25,21,21,0.2260063402758934,0.2260063402758934,,0.03922801464796066,0.14173339307308197,0.18677832562793273,0.18938106189381063,0.18777437596587984,0.28656888117467094,False,0.07728109295886637,0.18938106189381063
