level,disease,cell_class,anchor_rows,matched_anchor_rows,loci,matched_null_loci,S_locus_equal_moderated_all_anchors,S_locus_equal_moderated_matched_anchors,S_locus_equal_HC3_matched_anchors,matched_null_mean,matched_null_sd,difference_from_null_mean,empirical_p_two_sided,leave_one_locus_min,leave_one_locus_max,leave_one_locus_crosses_zero,maximum_absolute_locus_contribution_share,empirical_FDR_BH_within_strata
global,ALL,ALL,18,18,13,13,-0.07252790804715382,-0.07252790804715382,,-0.008079796098172665,0.15602125227451324,-0.06444811194898116,0.6827317268273173,-0.15363010062964347,0.0027319852664232833,True,0.18175869142062492,
disease,AD,ALL,18,18,13,13,-0.07252790804715382,-0.07252790804715382,,-0.008079796098172665,0.15602125227451324,-0.06444811194898116,0.6827317268273173,-0.15363010062964347,0.0027319852664232833,True,0.18175869142062492,
stratum,AD,EN,18,18,13,13,-0.07252790804715382,-0.07252790804715382,,-0.008079796098172665,0.15602125227451324,-0.06444811194898116,0.6827317268273173,-0.15363010062964347,0.0027319852664232833,True,0.18175869142062492,0.6827317268273173
