level,disease,cell_class,anchor_rows,matched_anchor_rows,loci,matched_null_loci,S_locus_equal_moderated_all_anchors,S_locus_equal_moderated_matched_anchors,S_locus_equal_HC3_matched_anchors,matched_null_mean,matched_null_sd,difference_from_null_mean,empirical_p_two_sided,leave_one_locus_min,leave_one_locus_max,leave_one_locus_crosses_zero,maximum_absolute_locus_contribution_share,empirical_FDR_BH_within_strata
global,ALL,ALL,72,72,36,36,0.10826033978757374,0.10826033978757374,,0.020032068714499474,0.08096819370985031,0.08822827107307427,0.2772722727727227,0.08380996360437125,0.13735943821680807,False,0.06006709598774753,
disease,AD,ALL,72,72,36,36,0.10826033978757374,0.10826033978757374,,0.020032068714499474,0.08096819370985031,0.08822827107307427,0.2772722727727227,0.08380996360437125,0.13735943821680807,False,0.06006709598774753,
stratum,AD,Astro,8,8,7,7,0.02733946179782089,0.02733946179782089,,0.191939577460289,0.21008597314357758,-0.1646001156624681,0.4340565943405659,-0.12979717516476771,0.19164662208192038,True,0.21430557771791106,0.6638086191380863
stratum,AD,EN,18,18,13,13,0.2433109622468792,0.2433109622468792,,0.0678931400179863,0.14487558603286743,0.1754178222288929,0.23367663233676633,0.1824528130706633,0.32237697720723973,False,0.13466558365681602,0.5841915808419158
stratum,AD,IN,10,10,8,8,0.3157028243133347,0.3157028243133347,,0.20274041593074799,0.1745578944683075,0.1129624083825867,0.531046895310469,0.23838220092319282,0.45110135443258265,False,0.21645558582048502,0.6638086191380863
stratum,AD,Immune,24,24,20,20,-0.01525459122999433,-0.01525459122999433,,0.015682445839047432,0.1282769739627838,-0.030937037069041762,0.811918808119188,-0.06679554372629203,0.03650930237463111,True,0.07930585957076558,0.8119188081191882
stratum,AD,OPC,3,3,3,3,-0.4249181441323128,-0.4249181441323128,,,,,,-0.565385723918037,-0.23607415351705224,False,0.6296162656627774,
stratum,AD,Oligo,9,9,9,9,0.2932852894660085,0.2932852894660085,,-0.0519927442073822,0.17848162353038788,0.3452780336733907,0.055694430556944306,0.21064844045559322,0.43097391593494316,False,0.17202960867139475,0.27847215278472154
